#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
0	NM_001276352	chr1	-	67092175	67134971	67093579	67127240	9	67092175,67096251,67103237,67111576,67115351,67125751,67127165,67131141,67134929,	67093604,67096321,67103382,67111644,67115464,67125909,67127257,67131227,67134971,	0	C1orf141	cmpl	cmpl	2,1,0,1,2,0,0,-1,-1,
0	NR_075077	chr1	-	67092175	67134971	67134971	67134971	10	67092175,67096251,67103237,67111576,67113613,67115351,67125751,67127165,67131141,67134929,	67093604,67096321,67103382,67111644,67113756,67115464,67125909,67127257,67131227,67134971,	0	C1orf141	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0	NM_001276351	chr1	-	67092175	67134971	67093004	67127240	8	67092175,67095234,67096251,67115351,67125751,67127165,67131141,67134929,	67093604,67095421,67096321,67115464,67125909,67127257,67131227,67134971,	0	C1orf141	cmpl	cmpl	0,2,1,2,0,0,-1,-1,
0	NM_000299	chr1	+	201283451	201332993	201283702	201328836	15	201283451,201293941,201313165,201316552,201317571,201318617,201319815,201320266,201321977,201323012,201324427,201324940,201325753,201328761,201330073,	201283904,201294045,201313560,201316697,201317779,201318795,201319878,201320381,201322133,201323189,201324581,201325127,201325838,201328868,201332993,	0	PKP1	cmpl	cmpl	0,1,0,2,0,1,2,2,0,0,0,1,2,0,-1,
0	NM_001005337	chr1	+	201283451	201332993	201283702	201328836	14	201283451,201293941,201313165,201316552,201317571,201318617,201320266,201321977,201323012,201324427,201324940,201325753,201328761,201330073,	201283904,201294045,201313560,201316697,201317779,201318795,201320381,201322133,201323189,201324581,201325127,201325838,201328868,201332993,	0	PKP1	cmpl	cmpl	0,1,0,2,0,1,2,0,0,0,1,2,0,-1,
1	NM_001281956	chr1	-	33513998	34165274	33519517	34165097	71	33513998,33519464,33519811,33521462,33523306,33524881,33527195,33533049,33533795,33537021,33537435,33540524,33541129,33542719,33546036,33550176,33557733,33559299,33567592,33569373,33571531,33572505,33577295,33580752,33583641,33586503,33587087,33600864,33602368,33605281,33611040,33614503,33616905,33617498,33622166,33623369,33624518,33625050,33626485,33633421,33635213,33636359,33646647,33652322,33657945,33662889,33692929,33698752,33700516,33709088,33714586,33716285,33724196,33724515,33725348,33726546,33739139,33743279,33772568,33788599,33792422,33810742,33819712,33820468,33825696,33846883,33918093,33935759,34032593,34088976,34164910,	33516570,33519677,33519950,33521550,33523419,33525043,33527258,33533229,33533907,33537095,33537609,33540698,33541309,33542896,33546219,33550350,33557922,33559473,33567841,33569547,33571726,33572691,33577484,33580899,33583830,33586617,33587168,33601010,33602546,33605470,33611250,33614620,33616975,33617617,33622271,33623466,33624643,33625254,33626581,33633535,33635330,33636554,33646835,33652461,33658137,33663092,33693056,33698944,33700673,33709258,33714775,33716501,33724313,33724704,33725536,33726685,33739334,33743606,33772751,33788712,33792526,33810864,33819837,33820556,33825774,33846996,33918301,33935954,34032706,34089193,34165274,	0	CSMD2	cmpl	cmpl	-1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,2,0,1,2,1,1,2,1,1,2,1,0,
1	NM_001042681	chr1	-	8352403	8817640	8355086	8656297	23	8352403,8355418,8356099,8358195,8359763,8360111,8361762,8362682,8364055,8364745,8365811,8422726,8465924,8495062,8497404,8508626,8541213,8556474,8557417,8614560,8624309,8655972,8817159,	8355120,8355599,8356246,8358916,8359986,8361490,8361876,8362844,8364255,8364838,8365974,8422807,8466023,8495162,8497529,8508675,8541318,8556571,8557523,8614686,8624380,8656441,8817640,	0	RERE	cmpl	cmpl	2,1,1,0,2,0,0,0,1,1,0,0,0,2,0,2,2,1,0,0,1,0,-1,
1	NM_001042682	chr1	-	8352403	8423687	8355086	8364133	13	8352403,8355418,8356099,8358195,8359763,8360111,8361762,8362682,8364055,8364745,8365811,8422726,8423560,	8355120,8355599,8356246,8358916,8359986,8361490,8361876,8362844,8364255,8364838,8365974,8422807,8423687,	0	RERE	cmpl	cmpl	2,1,1,0,2,0,0,0,0,-1,-1,-1,-1,
1	NM_012102	chr1	-	8352403	8817640	8355086	8656297	24	8352403,8355418,8356099,8358195,8359763,8360111,8361762,8362682,8364055,8364745,8365811,8422726,8465924,8495062,8497404,8508626,8541213,8556474,8557417,8614560,8624309,8655972,8792403,8817159,	8355120,8355599,8356246,8358916,8359986,8361490,8361876,8362844,8364255,8364838,8365974,8422807,8466023,8495162,8497529,8508675,8541318,8556571,8557523,8614686,8624380,8656441,8792588,8817640,	0	RERE	cmpl	cmpl	2,1,1,0,2,0,0,0,1,1,0,0,0,2,0,2,2,1,0,0,1,0,-1,-1,
1	NR_038261	chr1	-	41847188	42035925	42035925	42035925	4	41847188,41848870,41918412,42035806,	41848445,41849089,41918524,42035925,	0	HIVEP3	unk	unk	-1,-1,-1,-1,
